AT90,DTCO,RHOZ,RO,LATITUD,TOC_COE,COE_IC_INF,COE_IC_SUP,TOC_CUERVO,CUERVO_IC_SUP,CUERVO_IC_INF,DEPTH
28.61475,73.6024,2.4875,1.42,-38.6713,1.66621,0.44335,3.02723,2.40679,4.72694,0.08663,2646.8
13.34166,89.3196,2.4852,1.61,-38.0037,3.07755,1.65486,4.66097,2.96429,5.28409,0.64448,2647.305
18.97536,79.0669,2.4735,1.42,-38.6713,2.53904,1.15309,4.08156,2.79548,5.11537,0.47558,2647.62
19.37269,78.4114,2.4584,1.42,-38.6713,2.47745,1.09535,4.01568,3.04861,5.36837,0.72885,2648.05
17.79508,83.0315,2.4689,1.55,-38.2219,3.39496,1.941,5.01317,3.05006,5.36982,0.7303,2648.21
12.41023,78.9479,2.4886,1.42,-38.6713,2.40327,1.02863,3.93321,2.38224,4.70242,0.06207,2649.16
10.25416,93.1453,2.4346,1.61,-38.0037,3.36251,1.91139,4.97757,4.00227,6.32178,1.68277,2649.953
10.71001,83.8796,2.4483,1.42,-38.6713,2.24995,0.89884,3.7537,3.3137,5.63335,0.99405,2650.29
18.85689,83.8394,2.4825,1.55,-38.2219,2.4469,1.06738,3.98227,2.85844,5.1783,0.53858,2650.35
10.16553,80.3163,2.4953,1.42,-38.6713,2.30426,0.94441,3.81773,2.2647,4.58497,0.0,2650.66
13.67729,94.2032,2.4452,1.61,-38.0037,3.31417,1.86737,4.92441,3.9437,6.26321,1.62419,2651.08
14.48972,93.7176,2.4363,1.61,-38.0037,3.45081,1.99199,5.07443,4.10576,6.42526,1.78625,2651.448
32.13217,75.5788,2.5156,1.55,-38.2219,2.57087,1.18254,4.11604,2.03496,4.35543,0.0,2652.06
13.66375,80.5726,2.4911,1.55,-38.2219,2.53285,1.14754,4.07467,2.44515,4.76528,0.12503,2653.45
19.94757,89.2242,2.4131,1.42,-38.6713,4.00465,2.47591,5.70609,4.43201,6.75153,2.11249,2654.47
20.83771,84.5537,2.4751,1.55,-38.2219,3.25298,1.81241,4.8563,3.05885,5.3786,0.73909,2655.29
7.35614,95.8315,2.4543,1.61,-38.0037,2.996,1.58167,4.57011,3.65809,5.97765,1.33854,2655.48
6.60465,81.2733,2.6254,1.83,-37.657,0.54139,0.0,1.66543,0.0,2.2749,0.0,2655.7224
51.43396,92.3148,2.3971,1.42,-38.6713,5.25285,3.62121,7.06882,5.18633,7.50608,2.86659,2656.44
34.63379,65.6234,2.5562,1.55,-38.2219,2.00275,0.69635,3.45674,0.8734,3.19523,0.0,2656.72
34.63379,65.6234,2.5562,1.55,-38.2219,2.00275,0.69635,3.45674,0.8734,3.19523,0.0,2656.85
8.26437,101.2472,2.4046,1.61,-38.0037,4.19973,2.63613,5.93997,4.89765,7.21728,2.57802,2657.478
45.42658,90.4926,2.3789,1.42,-38.6713,5.24587,3.61483,7.06118,5.41749,7.73735,3.09763,2658.53
16.90363,88.9286,2.4008,1.55,-38.2219,4.26778,2.69415,6.01919,4.60383,6.92339,2.28428,2659.29
7.19134,94.9353,2.4415,1.61,-38.0037,3.49593,2.0332,5.1239,3.84724,6.16676,1.52771,2661.204
21.69801,77.1367,2.4752,1.42,-38.6713,2.2601,0.90723,3.76581,2.71365,5.0336,0.39371,2661.23
22.82023,84.2004,2.422,1.55,-38.2219,4.06108,2.52168,5.77439,4.06238,6.38189,1.74288,2662.43
19.96779,89.8135,2.4058,1.42,-38.6713,4.14292,2.58874,5.87267,4.60145,6.921,2.2819,2663.41
13.88897,86.3946,2.4311,1.42,-38.6713,2.86691,1.46036,4.43236,3.83934,6.15887,1.51982,2664.33
8.85584,91.6329,2.4801,1.61,-38.0037,3.0376,1.61952,4.6159,3.03985,5.35962,0.72009,2664.4
9.57459,88.6334,2.4434,1.55,-38.2219,3.49804,2.03513,5.12622,3.59858,5.91814,1.27901,2664.83
30.39135,74.5568,2.5952,1.55,-38.2219,1.96067,0.66391,3.40392,0.6029,2.92513,0.0,2665.26
40.00276,89.5252,2.4075,1.42,-38.6713,4.65916,3.05469,6.44488,4.772,7.09159,2.45241,2665.4
8.85829,94.0966,2.4188,1.61,-38.0037,4.0098,2.47995,5.71247,4.30268,6.62219,1.98317,2665.667
39.15615,89.8636,2.397,1.42,-38.6713,4.31168,2.7321,6.0697,4.98534,7.305,2.66568,2666.39
7.36004,70.5504,2.6603,1.27,-38.2673,0.0,0.0,0.63489,0.0,1.23654,0.0,2666.6952
19.498,73.4277,2.6075,2.19,-38.0233,0.95113,0.0,2.13131,0.20634,2.52921,0.0,2666.6952
21.27355,79.8376,2.4667,1.55,-38.2219,3.09239,1.66809,4.67759,2.99304,5.31283,0.67325,2667.37
20.86123,90.7855,2.4476,1.61,-38.0037,3.5854,2.11454,5.22242,3.86674,6.18626,1.54722,2667.69
16.28996,89.8673,2.5061,1.61,-38.0037,2.7817,1.37877,4.34313,2.67717,4.99713,0.3572,2668.029
14.75231,88.1787,2.4651,1.55,-38.2219,3.46367,2.00375,5.08852,3.30842,5.62807,0.98877,2669.34
9.36871,77.9876,2.5924,1.83,-37.657,1.00205,0.0,2.19151,0.44622,2.76869,0.0,2670.9624
9.05774,96.2041,2.3728,1.48,-38.1029,4.15927,2.6023,5.89213,5.30847,7.62827,2.98867,2672.37
16.3076,94.8908,2.3995,1.61,-38.0037,4.25806,2.68578,6.00797,4.90407,7.2237,2.58444,2672.49
23.26109,89.6403,2.3813,1.55,-38.2219,4.87439,3.2645,6.66617,5.11984,7.43955,2.80013,2672.98
17.21472,101.4405,2.3299,1.48,-38.1029,5.57006,3.91072,7.41686,6.62972,8.95058,4.30887,2673.26
13.17225,97.0202,2.3637,1.61,-38.0037,5.03423,3.41794,6.83311,5.64646,7.96646,3.32646,2673.655
13.3558,94.8977,2.3519,1.61,-38.0037,4.61281,3.00989,6.39683,5.78664,8.10674,3.46655,2674.133
25.98544,95.9096,2.3733,1.48,-38.1029,5.33033,3.69189,7.15388,5.61394,7.93392,3.29396,2674.36
23.63415,91.5214,2.4147,1.55,-38.2219,4.66734,3.06274,6.45322,4.56455,6.88409,2.24501,2674.45
18.14304,97.546,2.3735,1.48,-38.1029,4.20161,2.63771,5.94218,5.57618,7.89613,3.25622,2675.1
22.65062,93.9413,2.406,1.48,-38.1029,5.0338,3.41754,6.83265,4.83513,7.15474,2.51552,2676.38
24.69278,91.7109,2.3665,1.55,-38.2219,5.0327,3.4165,6.8315,5.53205,7.85198,3.21212,2676.38
7.10297,103.2751,2.3553,1.61,-38.0037,5.33297,3.69429,7.15679,5.92257,8.24277,3.60237,2676.63
21.34715,94.2654,2.3806,1.48,-38.1029,4.95285,3.34015,6.74773,5.32883,7.64864,3.00901,2676.83
7.92282,96.4669,2.3631,1.61,-38.0037,4.77761,3.17022,6.56659,5.47298,7.79287,3.15308,2677.142
24.08796,93.5057,2.3611,1.55,-38.2219,5.34178,3.7023,7.16649,5.71869,8.03874,3.39864,2677.22
21.42299,95.0605,2.3661,1.55,-38.2219,5.2781,3.64426,7.09651,5.65642,7.97642,3.33641,2677.54
16.8974,97.0479,2.4083,1.48,-38.1029,4.34482,2.76152,6.10699,4.84816,7.16778,2.52855,2677.61
19.97193,101.9849,2.3609,1.48,-38.1029,4.75748,3.15042,6.54608,6.07111,8.39143,3.7508,2678.38
6.39337,76.3824,2.5985,1.83,-37.657,0.8509,0.0,2.01547,0.14827,2.47124,0.0,2679.0396
90.26305,98.5783,2.3056,1.48,-38.1029,6.74002,5.01572,8.65913,7.5171,9.83909,5.19511,2679.14
9.70465,95.5214,2.3947,1.55,-38.2219,4.20074,2.63699,5.94116,4.8656,7.18522,2.54598,2679.43
128.80419,91.3186,2.372,1.48,-38.1029,5.23283,3.60289,7.0469,5.91998,8.24018,3.59978,2679.73
15.94814,94.6881,2.4043,1.61,-38.0037,4.25846,2.68612,6.00842,4.79419,7.11378,2.47459,2680.04
106.26249,88.959,2.4009,1.48,-38.1029,4.91548,3.30451,6.70845,5.1782,7.49794,2.85846,2680.21
10.06375,69.3909,2.6526,1.83,-37.657,0.00899,0.0,1.05538,0.0,1.40056,0.0,2680.2588
6.42584,93.5059,2.3964,1.61,-38.0037,4.04888,2.51181,5.75959,4.60676,6.92632,2.28721,2680.496
50.51031,90.8781,2.3939,1.48,-38.1029,5.37427,3.73184,7.20226,5.17416,7.4939,2.85442,2680.64
55.95514,92.2844,2.3804,1.48,-38.1029,5.46446,3.81411,7.30124,5.53901,7.85894,3.21908,2681.71
24.50473,92.2036,2.3874,1.55,-38.2219,5.0817,3.46272,6.88359,5.13899,7.45871,2.81927,2682.16
50.16606,89.8951,2.389,1.48,-38.1029,5.2063,3.57853,7.01797,5.2208,7.54056,2.90104,2682.73
52.10987,97.5954,2.3538,1.48,-38.1029,5.71302,4.04216,7.57264,6.30339,8.62392,3.98287,2683.97
14.35556,92.585,2.413,1.61,-38.0037,4.22606,2.6584,5.97082,4.49239,6.81192,2.17285,2684.554
34.64017,90.4935,2.4007,1.48,-38.1029,4.11688,2.56737,5.84144,4.90525,7.22488,2.58561,2684.59
36.12351,94.4702,2.3601,1.55,-38.2219,5.37238,3.73012,7.20017,5.91179,8.23198,3.59161,2685.58
14.13449,96.5456,2.3659,1.48,-38.1029,5.15165,3.52804,6.95869,5.60167,7.92164,3.2817,2686.1
34.63459,91.3801,2.3952,1.55,-38.2219,4.75943,3.15235,6.54807,5.05488,7.37457,2.73519,2686.25
14.23902,73.5785,2.6184,1.52,-37.9723,0.75217,0.0,1.90341,0.0,2.25983,0.0,2686.8156
23.20598,94.9819,2.3503,1.48,-38.1029,5.79488,4.11862,7.66051,5.99585,8.31611,3.6756,2687.02
28.73558,96.2579,2.3508,1.55,-38.2219,5.67076,4.00307,7.52685,6.1138,8.43415,3.79344,2687.04
5.89006,75.6729,2.6298,1.27,-38.2673,0.22197,0.0,1.30098,0.0,1.89961,0.0,2687.1168
31.77094,94.4563,2.3526,1.48,-38.1029,6.11247,4.42234,7.99353,6.02227,8.34254,3.70199,2687.37
27.96469,99.6092,2.3422,1.55,-38.2219,5.91323,4.23079,7.78574,6.44109,8.76175,4.12043,2688.0
25.13333,95.202,2.3815,1.48,-38.1029,5.36477,3.7232,7.1918,5.40706,7.72691,3.0872,2688.07
27.15189,99.0509,2.3538,1.55,-38.2219,5.32419,3.6863,7.14712,6.16941,8.48981,3.84901,2688.23
10.94032,102.8369,2.3635,1.61,-38.0037,5.21216,3.58391,7.02435,5.87162,8.19178,3.55146,2688.808
13.34689,102.4619,2.3427,1.61,-38.0037,5.38822,3.74455,7.21759,6.33653,8.65709,4.01597,2688.88
13.34689,102.4619,2.3427,1.61,-38.0037,5.38822,3.74455,7.21759,6.33653,8.65709,4.01597,2689.0
16.56571,93.5675,2.4149,1.48,-38.1029,4.20829,2.64334,5.95004,4.5478,6.86734,2.22826,2689.26
18.66122,95.4806,2.3408,1.55,-38.2219,5.12483,3.50307,6.9298,6.14504,8.46542,3.82465,2689.95
26.4972,98.136,2.3216,1.55,-38.2219,6.74539,5.02046,8.66519,6.77782,9.09885,4.4568,2690.76
24.03477,104.9955,2.2743,1.61,-38.0037,7.02128,5.25818,8.98356,8.07991,10.4028,5.75702,2691.046
22.79922,98.5641,2.3402,1.55,-38.2219,6.46499,4.76193,8.36045,6.36794,8.68852,4.04735,2692.07
5.4434,97.3988,2.4419,1.61,-38.0037,3.1497,1.71952,4.74146,3.87089,6.19041,1.55137,2693.273
11.15809,91.9511,2.4017,1.55,-38.2219,4.04304,2.50692,5.7527,4.60155,6.9211,2.282,2693.76
10.43927,101.8857,2.3157,1.61,-38.0037,5.35268,3.71221,7.17849,6.78946,9.1105,4.46843,2694.803
13.98395,104.2803,2.3017,1.61,-38.0037,5.45584,3.80625,7.29178,7.28999,9.61166,4.96833,2695.11
11.27613,92.5601,2.3901,1.55,-38.2219,4.0863,2.54233,5.80471,4.8604,7.18002,2.54079,2696.71
16.33278,97.5112,2.3538,1.55,-38.2219,4.88119,3.27114,6.67315,5.93657,8.25678,3.61636,2697.46
5.87895,107.989,2.3503,1.61,-38.0037,4.83154,3.22297,6.62184,6.19086,8.51128,3.87044,2697.48
30.50703,91.5391,2.3722,1.55,-38.2219,5.60732,3.94483,7.45763,5.4762,7.7961,3.15631,2698.87
5.73812,111.2136,2.3016,1.61,-38.0037,4.84537,3.23649,6.636,7.34637,9.66811,5.02462,2699.312
9.82834,105.9731,2.3285,1.61,-38.0037,5.85017,4.17079,7.71928,6.70093,9.02186,4.37999,2700.272
23.91883,88.0499,2.4285,1.55,-38.2219,3.97075,2.4491,5.66429,4.13809,6.45759,1.81859,2701.22
16.71706,90.8697,2.4145,1.55,-38.2219,4.29972,2.72152,6.05621,4.42884,6.74836,2.10931,2701.98
5.2465,108.9189,2.2998,1.61,-38.0037,5.21797,3.58924,7.03069,7.2463,9.56791,4.92469,2702.003
7.55301,110.8907,2.2576,1.61,-38.0037,6.37326,4.67376,8.26476,8.36521,10.6886,6.04181,2703.74
50.80541,96.6879,2.2939,1.55,-38.2219,8.28544,6.36133,10.42694,7.49442,9.81638,5.17246,2704.2
23.81113,89.087,2.419,1.55,-38.2219,4.50069,2.90393,6.27783,4.36758,6.6871,2.04807,2705.98
6.35594,106.211,2.2793,1.61,-38.0037,5.23337,3.60339,7.0475,7.61431,9.93645,5.29217,2705.99
4.67423,104.6455,2.3219,1.61,-38.0037,4.79472,3.18706,6.584,6.54153,8.8623,4.22077,2706.44
8.65625,109.2018,2.2871,1.61,-38.0037,6.2333,4.53905,8.11895,7.68688,10.00912,5.36463,2706.971
34.9076,97.5802,2.4245,1.09,-37.5103,3.42435,1.96784,5.04541,4.78984,7.10944,2.47025,2707.5
27.65031,89.8157,2.3836,1.55,-38.2219,4.82623,3.21776,6.61641,5.13693,7.45665,2.81721,2707.51
14.43344,107.5473,2.2926,1.61,-38.0037,6.15383,4.4623,8.03645,7.64985,9.97204,5.32766,2707.771
19.06426,96.5285,2.4347,1.09,-37.5103,3.05705,1.63638,4.63821,4.35669,6.6762,2.03717,2708.4
8.28533,102.4653,2.3558,1.61,-38.0037,5.33381,3.69505,7.15771,5.92175,8.24195,3.60156,2708.811
39.40579,97.7618,2.3277,1.55,-38.2219,6.27529,4.57953,8.16262,6.75754,9.07854,4.43654,2709.0
53.61546,95.9973,2.3348,1.55,-38.2219,7.30825,5.50276,9.31771,6.62281,8.94366,4.30196,2709.83
4.70771,88.5437,2.529,1.09,-37.5103,0.99898,0.0,2.18785,1.8208,4.14147,0.0,2710.24
28.43151,89.3541,2.379,1.55,-38.2219,4.7986,3.19088,6.58796,5.21434,7.53409,2.89458,2710.54
9.1698,92.9811,2.3965,1.55,-38.2219,4.20023,2.63656,5.94056,4.69081,7.01038,2.37124,2712.09
3.58839,82.2837,2.6125,1.27,-38.2673,0.23048,0.0,1.31076,0.01996,2.34315,0.0,2712.72
4.15757,95.0586,2.4851,1.09,-37.5103,1.84758,0.57717,3.2615,2.87699,5.19684,0.55714,2713.15
17.51983,101.0978,2.3394,1.61,-38.0037,5.7183,4.04706,7.57833,6.42356,8.7442,4.10292,2713.434
2.92193,101.243,2.4625,1.09,-37.5103,1.5768,0.37764,2.91143,3.47718,5.79678,1.15758,2714.37
15.16911,94.2798,2.3448,1.55,-38.2219,4.80008,3.19233,6.58946,5.94099,8.2612,3.62078,2714.64
17.29179,96.8557,2.3402,1.55,-38.2219,5.75666,4.08283,7.6196,6.19948,8.51991,3.87905,2715.07
13.26478,95.6896,2.3874,1.55,-38.2219,4.62308,3.01994,6.40733,5.1144,7.43412,2.79469,2715.88
15.23035,95.8412,2.335,1.55,-38.2219,5.60281,3.9407,7.45268,6.21767,8.53811,3.89722,2716.31
10.74682,98.5203,2.3646,1.55,-38.2219,4.68895,3.08393,6.47531,5.6368,7.95679,3.31681,2716.82
6.31219,96.2773,2.5046,1.09,-37.5103,1.8563,0.58376,3.27261,2.71516,5.0351,0.39522,2717.2
20.63289,95.0196,2.3665,1.55,-38.2219,4.26599,2.69259,6.01714,5.6347,7.95469,3.31471,2719.23
5.22601,94.878,2.5094,1.09,-37.5103,1.13614,0.04041,2.35566,2.50341,4.82349,0.18332,2719.95
28.40076,89.7225,2.3815,1.55,-38.2219,4.82623,3.21776,6.61641,5.18226,7.502,2.86252,2720.86
3.99586,105.04,2.4795,1.09,-37.5103,1.1546,0.05481,2.37865,3.44548,5.76508,1.12587,2721.32
16.09719,97.7118,2.3481,1.55,-38.2219,5.02287,3.40719,6.82109,6.05717,8.37747,3.73686,2722.3
5.36995,106.6301,2.4505,1.09,-37.5103,1.33631,0.19652,2.60486,4.14878,6.46828,1.82928,2722.33
7.60081,114.0601,2.2966,1.61,-38.0037,5.23673,3.60647,7.05118,7.67685,9.99908,5.35461,2722.41
12.95209,98.224,2.3996,1.55,-38.2219,4.57982,2.97779,6.36283,4.99008,7.30974,2.67042,2722.84
5.10059,95.5621,2.5118,1.09,-37.5103,1.13614,0.04041,2.35566,2.486,4.8061,0.16591,2723.17
5.19781,97.9142,2.4844,1.09,-37.5103,1.19562,0.08681,2.42971,3.09658,5.41632,0.77684,2723.55
8.23797,102.1688,2.3303,1.61,-38.0037,5.50889,3.8548,7.34984,6.42597,8.74662,4.10533,2723.8
3.70928,102.0872,2.3735,1.61,-38.0037,4.31817,2.7377,6.07718,5.29777,7.61757,2.97797,2724.43
4.91326,99.1178,2.4773,1.09,-37.5103,1.74521,0.50135,3.12958,3.26595,5.58562,0.94628,2725.4
18.50419,92.8033,2.3818,1.55,-38.2219,4.28417,2.70796,6.03845,5.19025,7.51,2.87051,2725.44
4.96558,96.8536,2.4019,1.61,-38.0037,4.0487,2.51166,5.75939,4.57982,6.89937,2.26028,2726.22
11.73167,77.5805,2.4669,1.61,-38.0037,3.00292,1.58826,4.57741,2.69491,5.01487,0.37496,2726.59
10.6023,97.8275,2.4188,1.61,-38.0037,4.26161,2.68888,6.01202,4.53796,6.8575,2.21842,2727.13
17.91307,95.1077,2.3633,1.55,-38.2219,4.73738,3.13071,6.52556,5.65881,7.97882,3.3388,2727.73
21.59534,94.4405,2.3665,1.55,-38.2219,4.86913,3.25935,6.66077,5.62116,7.94114,3.30118,2727.87
15.28833,97.2865,2.3289,1.55,-38.2219,5.60281,3.9407,7.45268,6.41386,8.7345,4.09323,2728.7
30.36687,98.009,2.3441,1.55,-38.2219,6.55049,4.843,8.45089,6.35129,8.67186,4.03072,2729.2
2.41251,101.1332,2.4858,1.09,-37.5103,1.18956,0.08213,2.42209,2.98569,5.30548,0.6659,2729.32
7.69768,98.0561,2.501,1.61,-38.0037,2.44754,1.06795,3.98299,2.92696,5.24678,0.60714,2729.8
15.26265,95.2964,2.3701,1.55,-38.2219,4.37527,2.7892,6.14053,5.48183,7.80173,3.16193,2729.84
9.63141,88.0102,2.422,1.55,-38.2219,4.0551,2.51688,5.76709,3.97552,6.29503,1.65601,2730.47
7.99466,104.1217,2.3187,1.61,-38.0037,5.22573,3.59639,7.03915,6.75079,9.07178,4.42979,2730.82
21.99277,76.5922,2.7432,1.09,-37.5103,0.0,0.0,0.46758,0.0,0.59809,0.0,2731.18
8.66782,95.4014,2.3564,1.55,-38.2219,4.50629,2.9091,6.28393,5.58469,7.90465,3.26473,2732.31
7.30937,96.2392,2.3879,1.61,-38.0037,4.09085,2.54595,5.81028,4.94461,7.26426,2.62497,2732.64
26.39368,89.6749,2.3793,1.55,-38.2219,5.07889,3.46008,6.88059,5.20054,7.52029,2.88079,2732.75
34.39062,81.5421,2.4955,1.55,-38.2219,2.62132,1.229,4.17093,2.70104,5.021,0.38109,2733.85
5.71716,94.7447,2.463,1.09,-37.5103,1.83655,0.56904,3.24725,3.36592,5.68555,1.04628,2734.17
4.84775,105.197,2.3613,1.61,-38.0037,4.48948,2.89392,6.2653,5.77454,8.09463,3.45446,2734.63
9.95108,108.4821,2.3166,1.61,-38.0037,6.20385,4.51063,8.08836,7.07232,9.3937,4.75094,2735.13
23.66737,87.1049,2.4025,1.55,-38.2219,4.67518,3.07045,6.4612,4.58853,6.90808,2.26898,2735.55
7.78718,96.8469,2.3262,1.55,-38.2219,5.42581,3.77882,7.25887,6.23764,8.5581,3.91717,2737.0
10.61231,106.1575,2.4165,1.09,-37.5103,3.94538,2.42844,5.6337,4.98217,7.30183,2.66251,2737.2
24.97123,97.1012,2.3162,1.55,-38.2219,6.76064,5.0339,8.68245,6.82208,9.14315,4.501,2738.73
17.453,98.2441,2.2693,1.55,-38.2219,6.0417,4.35412,7.91994,7.76429,10.08666,5.44192,2739.78
10.26148,111.0892,2.2609,1.61,-38.0037,6.35756,4.65868,8.24838,8.39815,10.7216,6.07469,2739.79
10.26148,111.0892,2.2609,1.61,-38.0037,6.35756,4.65868,8.24838,8.39815,10.7216,6.07469,2739.88
5.37688,105.0767,2.397,1.09,-37.5103,2.59446,1.20426,4.14172,5.09474,7.41444,2.77503,2740.2
6.75445,93.0253,2.5214,1.09,-37.5103,1.39946,0.24499,2.68436,2.28229,4.60254,0.0,2740.94
5.86624,99.8737,2.4517,1.09,-37.5103,2.36094,0.99198,3.88456,3.82974,6.14927,1.51022,2742.15
5.05487,112.225,2.3043,1.61,-38.0037,5.00543,3.39056,6.80273,7.29825,9.61993,4.97657,2742.26
13.64332,92.283,2.3731,1.55,-38.2219,4.23953,2.66988,5.9865,5.24238,7.56215,2.92261,2742.38
9.73128,92.2297,2.3617,1.55,-38.2219,4.46031,2.86694,6.2337,5.36197,7.6818,3.04214,2742.53
5.55354,108.9878,2.2851,1.61,-38.0037,5.29214,3.65706,7.11194,7.58068,9.90276,5.25859,2743.29
20.31375,79.9948,2.4931,1.32,-38.2234,2.2769,0.92173,3.78517,2.50535,4.82543,0.18527,2743.84
34.44054,79.6868,2.5377,1.32,-38.2234,1.43467,0.27171,2.72901,1.86611,4.18674,0.0,2744.5
17.70843,95.6174,2.3296,1.55,-38.2219,5.51449,3.85991,7.35599,6.36525,8.68583,4.04466,2744.84
29.0322,78.0195,2.4589,1.32,-38.2234,3.49298,2.03051,5.12067,3.14703,5.46675,0.82732,2745.23
4.18418,102.0436,2.3439,1.61,-38.0037,5.47119,3.82031,7.30858,5.92926,8.24946,3.60906,2745.35
19.1995,102.0171,2.3308,1.55,-38.2219,5.05867,3.44104,6.85905,6.67296,8.99386,4.35206,2745.64
17.19016,101.6647,2.3496,1.55,-38.2219,5.30019,3.66439,7.12079,6.237,8.55746,3.91653,2745.8
22.65479,80.9864,2.4795,1.32,-38.2234,2.49388,1.11083,4.03318,2.83346,5.15333,0.51359,2746.03
14.30573,105.735,2.3162,1.61,-38.0037,5.98786,4.3023,7.86384,7.06231,9.38368,4.74094,2746.37
13.3638,85.7839,2.4726,1.32,-38.2234,3.07166,1.64944,4.65456,3.02475,5.34452,0.70497,2747.16
15.15968,92.6883,2.3611,1.55,-38.2219,4.67116,3.0665,6.45711,5.53465,7.85458,3.21472,2747.3
13.89441,85.4286,2.5449,1.32,-38.2234,1.8029,0.54396,3.20407,1.73301,4.05377,0.0,2747.83
15.47818,95.3544,2.3724,1.55,-38.2219,4.37527,2.7892,6.14053,5.44319,7.76306,3.12331,2747.89
14.49806,85.6278,2.5061,1.32,-38.2234,2.31754,0.95595,3.83294,2.43723,4.75736,0.1171,2748.28
18.47481,95.7272,2.3399,1.55,-38.2219,5.44118,3.79282,7.27575,6.17214,8.49254,3.85173,2748.32
12.20478,95.9638,2.3265,1.55,-38.2219,5.77688,4.10174,7.64127,6.32955,8.6501,4.009,2748.79
11.64287,95.3334,2.3511,1.55,-38.2219,4.4022,2.81341,6.17048,5.78084,8.10093,3.46075,2749.12
19.1289,85.5355,2.516,1.32,-38.2234,2.02478,0.71375,3.48392,2.34362,4.66383,0.02342,2749.12
19.00684,88.3377,2.4709,1.32,-38.2234,3.06676,1.64499,4.64914,3.28864,5.6083,0.96898,2749.69
9.68702,92.2761,2.3798,1.55,-38.2219,4.23495,2.66595,5.9812,5.00209,7.32175,2.68242,2750.43
15.50886,93.43,2.3885,1.61,-38.0037,4.41108,2.82145,6.1803,5.03321,7.35289,2.71353,2750.44
22.4032,88.977,2.4806,1.32,-38.2234,2.94714,1.53647,4.51718,3.19349,5.51318,0.87379,2750.72
21.81976,89.269,2.3581,1.55,-38.2219,4.81533,3.20711,6.60524,5.54475,7.86468,3.22481,2751.12
19.43301,78.4852,2.5196,1.61,-38.0037,1.98317,0.68119,3.43223,1.94654,4.26709,0.0,2751.15
20.61437,95.1565,2.3442,1.55,-38.2219,4.90762,3.29688,6.70034,6.09121,8.41154,3.77087,2751.67
33.02326,91.5917,2.3942,1.32,-38.2234,4.18807,2.62632,5.92625,5.06967,7.38936,2.74998,2752.1
15.17889,98.7487,2.3472,1.55,-38.2219,5.15176,3.52814,6.95881,6.10686,8.42721,3.78651,2752.5
24.26442,88.9554,2.5195,1.32,-38.2234,2.01934,0.70935,3.47732,2.5203,4.84038,0.20023,2753.05
6.22601,92.9493,2.3943,1.61,-38.0037,4.57984,2.97781,6.36285,4.61116,6.93071,2.29161,2753.16
19.43524,96.9721,2.312,1.55,-38.2219,5.89554,4.21391,7.76714,6.82535,9.14643,4.50427,2753.46
18.4995,89.3731,2.3847,1.32,-38.2234,4.61933,3.01627,6.40349,4.96834,7.28799,2.64869,2753.74
7.09153,95.4487,2.37,1.61,-38.0037,4.53703,2.93775,6.31699,5.25145,7.57123,2.93168,2753.74
23.93316,97.1897,2.3371,1.55,-38.2219,6.89672,5.15193,8.83862,6.38062,8.70122,4.06002,2753.96
35.91203,87.2932,2.4985,1.32,-38.2234,2.38912,1.01609,3.91727,2.93674,5.25656,0.61693,2754.59
7.48876,98.9323,2.3438,1.61,-38.0037,5.54976,3.89212,7.39466,5.96397,8.2842,3.64374,2755.01
35.00338,87.8139,2.396,1.32,-38.2234,4.11555,2.5663,5.83982,4.8714,7.19102,2.55178,2755.07
9.51941,98.3263,2.3513,1.55,-38.2219,5.29547,3.66009,7.1156,5.85749,8.17763,3.53734,2755.26
7.33128,95.8215,2.4564,2.19,-38.0233,3.38304,1.93014,5.00008,3.61754,5.9371,1.29798,2755.5
33.04456,90.5176,2.4629,1.32,-38.2234,3.01533,1.59954,4.59106,3.71344,6.03299,1.3939,2755.71
7.91535,100.6182,2.4634,2.19,-38.0233,3.76413,2.27387,5.42274,3.74219,6.06173,1.42265,2756.57
49.92752,92.6357,2.3823,1.32,-38.2234,5.17454,3.54925,6.98344,5.48271,7.80261,3.16281,2756.75
15.70037,93.2506,2.3205,1.55,-38.2219,5.63988,3.97464,7.49325,6.40254,8.72317,4.08192,2756.96
5.9764,99.5588,2.3948,2.19,-38.0233,4.91006,3.29924,6.70285,4.90586,7.22549,2.58622,2757.32
3.90724,98.6411,2.3773,1.61,-38.0037,4.58666,2.98446,6.36987,5.07319,7.39288,2.7535,2757.39
41.52408,99.5903,2.333,1.32,-38.2234,5.99268,4.30694,7.86887,6.75237,9.07336,4.43138,2757.71
24.14126,94.5211,2.3626,1.55,-38.2219,5.68394,4.01522,7.54117,5.738,8.05806,3.41794,2757.72
6.43799,97.3848,2.4406,2.19,-38.0233,4.10716,2.55952,5.82963,3.94713,6.26664,1.62761,2758.61
29.82016,96.7585,2.398,1.32,-38.2234,5.63174,3.96718,7.48435,5.21164,7.5314,2.89189,2758.75
18.36285,99.8093,2.323,1.61,-38.0037,5.68277,4.01415,7.5399,6.7144,9.03535,4.39345,2759.33
6.00067,92.4463,2.4782,2.19,-38.0233,3.30583,1.85991,4.9151,2.99182,5.31161,0.67203,2759.58
20.10065,96.0407,2.3462,1.32,-38.2234,5.17702,3.55155,6.98613,6.08503,8.40536,3.7647,2759.61
18.94611,93.5172,2.3678,1.32,-38.2234,4.53561,2.93638,6.31552,5.50993,7.82985,3.19002,2760.14
